Symbol,Date,Latest Price,Previous Price,Change
AAPL,2025-05-29 22:16:20,199.8000030517578,200.4199981689453,-0.62
AAPL,2025-05-30 09:19:00,199.9499969482422,200.00970458984375,-0.06
AAPL,2025-05-30 09:19:23,199.9499969482422,200.00970458984375,-0.06
AAPL,2025-05-30 09:19:28,199.9499969482422,199.8800048828125,0.07
AAPL,2025-05-30 09:19:36,199.9499969482422,199.8800048828125,0.07
AAPL,2025-05-30 09:19:46,199.9499969482422,199.8800048828125,0.07
